N,P,K,temperature,humidity,ph,rainfall,label
68,36,84,28.09,93.31,7.14,1695.42,cassava
126,40,91,33.73,72.63,5.58,1469.53,cassava
93,33,114,28.94,82.16,7.04,1453.85,cassava
133,76,117,33.59,94.71,5.31,1269.16,cassava
131,75,122,26.0,80.45,7.79,1465.6,cassava
104,73,100,25.34,70.34,6.42,1084.04,cassava
103,43,63,26.47,82.43,5.41,1926.82,cassava
110,50,120,31.49,75.47,5.92,1060.7,cassava
67,65,127,31.1,94.76,4.55,1513.36,cassava
63,74,128,34.82,83.07,4.62,1792.08,cassava
123,36,139,29.15,88.5,6.94,1342.85,cassava
132,68,86,32.21,94.05,7.45,1697.57,cassava
96,47,96,26.49,86.02,5.77,1945.37,cassava
115,35,140,29.38,92.78,7.85,1972.06,cassava
83,79,66,29.65,85.28,6.85,1427.67,cassava
140,43,110,29.97,78.34,6.08,1567.82,cassava
115,45,140,34.93,85.92,6.75,1011.76,cassava
128,66,117,30.01,87.25,7.8,1980.53,cassava
69,31,61,33.64,81.66,5.24,1478.23,cassava
75,62,94,27.65,85.95,6.73,1836.62,cassava
61,52,68,25.41,92.94,5.09,1718.85,cassava
105,69,134,26.02,91.55,5.0,1127.89,cassava
123,79,142,34.44,78.01,7.16,1156.92,cassava
136,69,131,26.96,81.61,5.28,1382.51,cassava
61,41,140,28.13,75.93,7.32,1491.02,cassava
80,63,81,33.5,89.93,4.63,1151.91,cassava
116,37,137,30.24,78.56,5.41,1542.08,cassava
137,45,98,28.56,74.66,6.53,1726.39,cassava
110,79,91,26.75,78.42,5.88,1034.41,cassava
64,69,137,26.91,70.38,5.05,1158.17,cassava
123,53,119,27.41,79.01,7.13,1428.82,cassava
75,72,113,29.92,82.13,5.64,1082.6,cassava
64,44,124,27.36,73.75,5.6,1215.35,cassava
121,68,83,28.73,70.51,6.56,1648.58,cassava
116,74,64,33.13,75.56,6.73,1208.3,cassava
117,58,120,33.73,87.81,6.04,1019.02,cassava
127,33,114,27.8,92.42,6.09,1861.74,cassava
63,47,70,33.03,79.51,4.68,1191.36,cassava
85,60,91,31.4,80.4,7.48,1141.99,cassava
99,64,130,25.4,90.81,7.51,1808.46,cassava
73,41,109,28.83,85.8,5.75,1667.89,cassava
61,32,145,25.61,91.16,5.94,1755.95,cassava
73,67,137,25.47,78.29,6.39,1407.1,cassava
129,78,132,32.33,77.13,4.58,1746.17,cassava
130,39,72,28.33,94.29,5.44,1600.95,cassava
112,69,139,29.9,94.39,6.91,1419.18,cassava
73,38,76,28.09,83.68,4.5,1751.11,cassava
135,71,71,25.35,73.06,4.97,1196.13,cassava
86,42,129,31.77,76.41,5.81,1333.36,cassava
84,43,79,31.4,79.59,7.72,1712.36,cassava
117,43,97,25.75,90.69,5.64,1657.38,cassava
131,55,141,31.16,94.88,4.8,1158.68,cassava
96,58,80,30.0,83.93,7.07,1668.07,cassava
91,71,115,30.45,72.47,6.18,1002.3,cassava
109,45,63,30.71,85.48,5.24,1719.56,cassava
62,62,95,25.79,81.99,4.53,1782.01,cassava
111,58,77,31.17,72.16,6.81,1536.14,cassava
104,62,104,33.55,72.56,5.3,1920.17,cassava
102,53,98,32.11,74.85,7.52,1492.84,cassava
67,68,100,31.54,77.19,5.18,1320.73,cassava
125,35,96,34.39,91.7,4.79,1418.38,cassava
71,53,121,32.58,92.29,6.32,1951.99,cassava
128,41,143,32.75,88.26,7.53,1711.58,cassava
106,63,95,31.14,78.99,6.73,1883.69,cassava
114,74,95,25.18,77.95,7.79,1538.14,cassava
131,34,117,29.42,84.88,7.23,1691.05,cassava
99,79,118,34.06,87.91,6.02,1532.24,cassava
87,72,87,27.53,93.96,6.45,1216.05,cassava
111,54,91,33.42,81.45,7.07,1868.26,cassava
113,74,77,26.6,72.05,4.51,1168.62,cassava
79,74,110,31.94,85.58,7.39,1652.45,cassava
82,64,78,30.55,73.71,6.19,1947.85,cassava
121,48,137,29.51,89.04,5.81,1488.76,cassava
133,39,105,34.87,88.24,7.88,1103.29,cassava
63,35,62,31.62,73.97,7.94,1809.75,cassava
93,46,114,29.24,80.27,4.87,1895.83,cassava
110,63,117,29.32,83.09,4.62,1159.24,cassava
105,78,115,32.9,91.18,6.1,1469.78,cassava
120,63,121,25.49,91.48,6.61,1156.25,cassava
69,43,139,32.91,79.47,6.5,1195.74,cassava
101,42,120,31.17,86.25,6.26,1083.9,cassava
82,47,129,33.17,75.9,6.41,1013.74,cassava
116,61,100,32.81,79.32,7.19,1746.09,cassava
106,37,118,24.04,74.18,6.66,1468.25,khat
56,30,74,22.54,83.86,5.62,1194.93,khat
84,50,67,28.32,80.53,7.02,998.03,khat
98,50,91,15.15,66.17,7.1,966.77,khat
100,20,95,27.27,61.89,6.08,968.66,khat
62,66,84,22.83,66.02,6.38,1301.25,khat
113,49,92,22.19,66.67,6.98,1143.41,khat
90,40,56,28.33,81.26,5.41,1374.14,khat
89,31,104,16.16,69.51,7.35,1423.16,khat
98,52,86,21.72,63.71,6.92,824.98,khat
62,44,90,17.87,73.52,6.94,1034.2,khat
109,52,99,16.08,67.62,5.42,1113.12,khat
117,45,96,16.07,67.06,6.87,1027.12,khat
86,31,56,27.61,74.61,7.25,1487.31,khat
111,24,74,27.84,76.9,5.04,1406.27,khat
93,57,81,18.63,60.48,7.36,1440.14,khat
116,27,110,16.17,78.4,5.07,1401.29,khat
101,26,64,24.28,75.54,6.78,1271.42,khat
107,48,68,20.38,73.12,7.13,1247.83,khat
56,45,116,26.18,74.47,5.47,969.17,khat
82,39,91,28.38,67.83,7.27,994.23,khat
97,53,109,15.83,68.07,6.83,1486.02,khat
116,31,55,25.94,63.88,5.67,968.69,khat
71,33,75,29.96,69.12,5.06,1089.06,khat
97,36,110,26.32,84.01,5.7,900.55,khat
77,23,119,29.95,67.45,5.27,1225.25,khat
83,58,59,28.47,68.76,6.63,1426.33,khat
93,28,103,26.09,76.77,5.54,1390.09,khat
85,62,119,20.83,62.35,5.96,1188.38,khat
78,63,59,29.74,77.38,5.43,1496.84,khat
59,58,70,24.93,68.11,6.55,1170.25,khat
80,34,103,24.36,81.72,6.81,1367.38,khat
72,39,65,29.01,63.63,5.39,1278.1,khat
80,65,76,17.01,61.98,6.08,857.31,khat
69,53,73,29.24,83.6,6.92,1187.46,khat
52,45,69,20.39,73.77,6.61,820.29,khat
85,38,66,15.6,78.72,6.75,1458.07,khat
115,57,110,26.54,80.9,6.29,1157.31,khat
66,34,117,21.61,80.51,5.17,1140.73,khat
73,70,54,21.55,75.91,5.41,1392.84,khat
116,33,93,26.11,73.27,6.56,972.86,khat
110,30,87,19.02,68.62,6.83,1035.54,khat
111,65,88,28.33,65.74,7.05,1013.32,khat
110,40,54,25.26,69.97,6.02,1106.42,khat
111,33,51,28.03,65.85,7.32,1186.48,khat
102,20,91,15.89,81.98,6.18,1239.27,khat
110,26,78,25.9,78.84,5.04,1110.76,khat
95,39,96,22.34,76.09,5.85,896.86,khat
102,58,98,19.36,67.07,5.1,975.3,khat
117,23,81,16.52,62.51,6.26,993.56,khat
91,33,115,24.24,60.37,5.11,1459.25,khat
77,43,80,29.52,64.46,5.79,1392.05,khat
82,21,85,28.5,61.62,6.68,1352.8,khat
81,27,94,25.01,72.3,7.43,908.04,khat
60,69,112,21.82,60.43,7.14,1044.8,khat
104,38,93,27.27,68.42,5.63,967.09,khat
117,26,81,22.99,70.84,6.76,960.69,khat
108,21,86,20.16,79.78,5.53,922.0,khat
51,66,72,29.21,73.48,5.28,1117.58,khat
56,42,115,23.62,68.97,5.41,1169.04,khat
69,67,80,16.85,67.56,5.9,1250.44,khat
80,43,93,19.64,83.59,6.47,929.1,khat
91,25,119,21.09,76.02,6.74,1453.89,khat
117,49,64,25.57,60.05,7.3,1499.39,khat
60,37,53,20.47,76.56,5.08,1071.39,khat
96,38,109,28.57,65.85,6.38,1362.38,khat
89,63,86,19.81,79.07,6.37,1254.76,khat
86,43,68,25.31,80.24,6.33,1435.41,khat
56,53,85,16.72,81.72,5.86,1321.76,khat
56,37,57,15.58,63.48,5.18,933.81,khat
92,61,101,17.01,80.14,5.16,897.78,khat
64,28,83,18.53,73.74,7.45,1091.41,khat
59,34,70,29.89,71.9,6.54,828.42,khat
74,65,112,25.91,74.58,6.89,1379.05,khat
114,65,97,28.16,70.53,6.65,888.64,khat
93,49,116,17.02,74.38,7.22,1042.65,khat
87,35,89,24.82,74.51,6.41,886.47,khat
91,58,53,18.65,60.23,7.31,1292.82,khat
117,55,109,15.42,73.03,5.59,896.0,khat
75,59,104,17.62,62.29,6.29,1076.58,khat
95,50,65,29.11,74.59,6.31,1057.35,khat
118,58,62,22.07,66.06,6.51,915.85,khat
94,36,64,29.85,67.16,6.53,997.9,khat
81,37,81,25.04,69.79,5.39,1045.36,khat
82,58,91,23.97,71.11,6.47,1293.67,khat
56,47,53,18.04,76.04,7.37,1379.16,khat
98,40,80,22.69,68.69,5.89,1405.42,khat
100,45,90,22.5,76.95,5.16,1472.26,khat
87,24,117,22.47,82.3,7.26,898.35,khat
94,40,103,18.63,64.42,5.66,1086.6,khat
87,57,109,17.84,67.06,5.96,1308.03,khat
71,56,55,15.23,68.47,6.01,802.33,khat
111,60,119,28.22,69.91,7.23,1140.21,khat
106,65,105,28.34,80.67,5.05,1118.54,khat
66,29,61,15.42,81.61,6.13,1066.73,khat
71,56,109,21.08,62.13,6.31,1330.0,khat
52,69,57,24.52,62.14,7.13,1310.66,khat
68,59,53,16.57,61.28,7.34,1091.0,khat
89,67,100,16.16,70.62,6.35,802.96,khat
63,43,67,25.88,84.65,5.49,1006.77,khat
64,28,96,19.81,67.87,7.08,1480.07,khat
81,34,89,21.62,83.44,6.85,1317.95,khat
110,37,111,22.22,84.57,6.65,1215.91,khat
96,40,81,27.51,82.57,6.67,1091.52,khat
114,60,102,16.16,76.21,7.36,1184.24,khat
102,40,103,28.42,69.74,6.4,1348.78,khat
57,47,63,17.03,73.0,6.07,1160.61,khat
87,60,102,27.2,82.32,7.09,1047.08,khat
89,66,76,24.08,68.36,5.71,861.97,khat
94,43,55,15.82,63.74,6.31,1274.27,khat
115,61,55,21.3,80.6,5.95,952.33,khat
63,60,67,23.6,75.4,7.13,1467.2,khat
108,36,88,20.94,71.63,5.13,1260.33,khat
114,41,57,20.91,74.92,6.53,1040.45,khat
118,46,87,29.08,66.35,6.23,1225.67,khat
65,55,85,17.13,77.25,6.8,827.11,khat
66,56,58,24.76,82.59,5.39,819.51,khat
81,30,89,16.17,70.94,7.09,1226.32,khat
89,58,94,15.03,65.79,6.49,1064.76,khat
61,42,86,29.17,63.11,7.49,1413.33,khat
115,43,102,17.78,74.19,5.62,1320.36,khat
103,68,108,29.24,82.48,7.08,1196.76,khat
77,61,60,29.03,81.13,6.36,1252.13,khat
111,63,109,16.99,78.51,5.73,1093.7,khat
96,35,108,24.25,84.2,6.21,1488.39,khat
81,48,94,20.92,72.83,7.25,823.29,khat
99,51,61,18.53,67.05,6.0,1362.74,khat
72,58,115,27.09,69.69,6.74,1391.94,khat
62,24,90,18.08,70.93,6.24,1095.47,khat
86,21,66,25.68,78.65,5.53,1125.45,khat
111,41,85,18.05,73.34,6.16,1487.39,khat
80,34,71,29.07,78.68,6.38,1416.92,khat
60,45,82,17.1,73.87,6.81,1285.03,khat
77,56,110,28.17,76.52,5.08,1089.33,khat
103,49,107,24.14,76.66,6.63,1169.5,khat
95,57,103,26.4,82.76,6.87,1131.83,khat
63,23,114,18.12,81.66,6.37,839.38,khat
114,40,99,28.5,82.38,6.07,1349.27,khat
88,53,65,18.65,75.48,7.03,1029.95,khat
70,24,87,26.94,82.2,7.09,1098.18,khat
56,58,53,22.82,69.89,6.95,849.27,khat
115,45,89,24.3,61.07,6.21,1389.93,khat
67,27,64,26.04,79.91,5.54,953.94,khat
60,46,119,29.06,74.2,7.36,1069.43,khat
58,59,77,29.7,64.86,5.32,804.86,khat
52,67,86,21.86,61.46,6.21,990.44,khat
111,63,105,25.69,76.54,5.32,1191.73,khat
76,37,90,23.05,77.51,5.99,1379.24,khat
78,47,90,19.55,80.71,5.62,1113.61,khat
57,27,67,16.29,66.03,6.02,1160.88,khat
138,46,104,34.24,89.42,7.93,2074.49,sugarcane
153,95,93,26.1,80.63,6.77,1318.05,sugarcane
116,95,106,31.4,92.12,6.94,2160.78,sugarcane
84,90,174,25.42,88.92,7.8,2291.59,sugarcane
125,53,91,27.16,78.72,6.94,1872.94,sugarcane
150,92,170,34.88,78.1,6.52,2200.52,sugarcane
116,58,133,30.33,93.3,6.16,2020.09,sugarcane
160,85,144,33.64,92.26,7.01,1941.34,sugarcane
137,60,123,26.28,84.85,7.12,2062.63,sugarcane
120,98,128,31.9,90.8,7.07,2036.54,sugarcane
158,45,88,34.62,72.37,6.32,1832.5,sugarcane
144,91,116,31.64,89.84,6.72,1704.95,sugarcane
88,72,132,29.03,81.14,7.08,1201.51,sugarcane
100,97,111,34.7,75.47,6.35,1296.87,sugarcane
126,65,143,30.49,93.75,6.08,2066.58,sugarcane
128,48,178,31.29,71.58,6.38,1874.88,sugarcane
100,77,138,26.39,79.81,7.59,2483.41,sugarcane
122,48,91,31.17,74.79,6.14,1588.48,sugarcane
107,56,174,28.23,76.48,7.37,1329.82,sugarcane
144,98,110,29.84,75.98,6.45,1896.02,sugarcane
121,95,116,26.14,90.14,7.52,2220.04,sugarcane
121,46,120,33.09,88.24,6.44,2201.2,sugarcane
123,91,125,25.04,79.21,6.64,2177.04,sugarcane
125,40,142,29.49,71.38,6.18,1862.18,sugarcane
105,68,133,31.43,76.32,6.35,1900.33,sugarcane
129,78,93,29.16,84.19,6.55,2364.84,sugarcane
141,42,87,32.24,82.91,7.62,1588.87,sugarcane
109,56,99,32.79,84.01,6.01,1670.07,sugarcane
143,84,162,32.81,71.56,7.05,1632.68,sugarcane
130,62,125,26.35,93.13,6.48,1896.96,sugarcane
89,65,156,34.37,70.16,6.87,2399.71,sugarcane
83,45,89,26.37,78.84,7.18,2011.53,sugarcane
93,64,115,26.95,78.95,6.51,1899.29,sugarcane
149,88,94,29.54,90.23,7.55,1209.01,sugarcane
145,56,87,29.71,80.23,6.04,1919.78,sugarcane
156,61,165,29.11,70.92,6.69,2265.59,sugarcane
117,64,93,32.95,73.47,6.95,1694.14,sugarcane
83,56,101,32.57,82.88,6.16,1212.79,sugarcane
124,49,91,27.11,74.14,7.06,1805.43,sugarcane
142,68,117,29.94,82.94,7.38,1305.03,sugarcane
123,47,164,31.96,92.11,7.38,1367.74,sugarcane
116,44,179,26.16,87.72,7.04,1459.53,sugarcane
101,47,146,29.72,88.08,6.07,2160.06,sugarcane
84,43,93,34.42,88.49,6.42,2345.49,sugarcane
92,96,164,34.37,90.32,7.89,1993.67,sugarcane
122,82,178,34.2,84.52,6.84,1774.93,sugarcane
128,82,85,30.34,91.52,6.56,1496.62,sugarcane
116,86,160,27.93,79.41,6.22,1409.61,sugarcane
93,76,180,30.83,76.28,6.36,2481.19,sugarcane
153,68,119,31.33,73.3,6.21,1608.74,sugarcane
92,45,161,28.3,71.28,7.54,2391.53,sugarcane
137,59,105,29.93,91.29,7.76,1851.27,sugarcane
131,76,122,29.57,78.87,7.77,1522.72,sugarcane
124,82,175,30.36,79.96,7.8,1590.51,sugarcane
82,65,163,25.82,89.11,6.89,2417.22,sugarcane
134,46,85,25.01,75.5,6.35,1226.06,sugarcane
140,68,111,33.59,94.01,7.98,1904.79,sugarcane
152,88,103,28.39,79.73,6.81,1685.17,sugarcane
101,64,93,28.76,72.72,7.26,2389.58,sugarcane
85,91,117,32.08,74.63,6.3,1413.03,sugarcane
98,42,116,26.87,89.4,7.22,1906.22,sugarcane
124,50,124,28.21,76.62,7.59,1965.06,sugarcane
106,70,81,32.59,92.72,6.38,1585.53,sugarcane
85,94,111,31.93,88.35,6.57,1697.45,sugarcane
98,67,110,30.89,80.94,6.04,2174.15,sugarcane
93,48,142,34.93,87.36,7.23,1487.67,sugarcane
110,58,179,29.47,86.37,7.66,2476.92,sugarcane
139,83,174,30.04,78.39,7.23,2326.77,sugarcane
152,60,106,31.22,91.92,6.62,2343.97,sugarcane
111,100,177,28.79,83.01,6.73,1992.63,sugarcane
132,72,98,27.48,84.19,6.4,1413.16,sugarcane
88,91,137,33.41,83.39,7.93,1241.69,sugarcane
103,77,98,29.42,87.67,6.58,2170.72,sugarcane
142,47,87,28.46,88.43,7.28,1962.9,sugarcane
88,77,89,27.79,80.96,7.79,1537.62,sugarcane
116,60,144,33.64,73.24,7.42,1849.5,sugarcane
106,83,176,27.63,79.17,7.77,1280.17,sugarcane
154,56,96,29.13,72.78,7.52,2096.45,sugarcane
82,60,139,25.41,89.51,7.45,1430.71,sugarcane
136,80,139,32.34,84.35,6.65,1582.59,sugarcane
136,59,140,34.44,73.6,7.77,2480.11,sugarcane
125,58,147,28.36,72.88,7.79,2189.08,sugarcane
148,44,162,27.51,79.27,6.23,1488.03,sugarcane
139,40,128,28.13,74.46,6.03,2079.28,sugarcane
137,88,122,33.91,92.37,7.62,1871.38,sugarcane
113,99,134,30.47,73.13,6.87,1938.72,sugarcane
114,98,132,33.07,76.72,6.31,1249.58,sugarcane
88,62,123,25.35,75.39,7.51,2250.34,sugarcane
113,97,121,29.19,82.51,7.37,2435.43,sugarcane
110,73,131,26.06,73.64,7.95,1499.53,sugarcane
143,83,169,30.77,76.12,6.0,1672.99,sugarcane
94,49,162,33.97,90.73,6.24,2023.05,sugarcane
94,47,167,30.19,75.71,7.91,1323.64,sugarcane
132,85,83,32.26,71.72,7.04,1723.38,sugarcane
87,80,173,33.0,73.18,6.97,2232.84,sugarcane
144,89,91,34.83,93.78,7.27,1852.16,sugarcane
126,48,91,30.84,77.99,6.47,2192.39,sugarcane
130,64,106,34.09,72.47,7.65,1806.02,sugarcane
103,85,102,31.89,80.48,7.87,1654.14,sugarcane
116,78,81,32.39,76.88,7.42,2404.55,sugarcane
105,75,83,32.53,75.92,7.6,2113.08,sugarcane
131,87,135,26.39,82.66,7.38,1807.84,sugarcane
108,70,167,34.88,73.07,7.36,1227.11,sugarcane
83,42,172,29.25,76.04,6.82,2283.03,sugarcane
112,96,107,30.51,88.86,7.75,1207.51,sugarcane
83,62,106,34.24,78.24,6.01,2160.71,sugarcane
139,75,137,34.0,73.58,6.5,1973.48,sugarcane
101,81,164,29.26,85.42,6.51,2005.79,sugarcane
144,75,82,28.71,90.06,6.96,1940.55,sugarcane
88,67,96,31.54,76.17,7.75,2068.51,sugarcane
89,50,135,28.23,80.76,7.19,1890.68,sugarcane
157,80,139,26.38,83.66,7.67,1787.95,sugarcane
94,46,121,25.59,91.99,6.9,2186.55,sugarcane
155,97,87,27.48,75.66,7.07,1993.78,sugarcane
110,96,93,27.03,71.34,6.9,2017.27,sugarcane
121,62,93,33.04,87.49,7.05,2032.77,sugarcane
132,54,135,26.26,77.17,7.65,1828.61,sugarcane
87,89,138,34.23,74.36,7.32,2076.51,sugarcane
82,41,158,25.72,92.16,6.2,2229.52,sugarcane
112,52,132,26.84,73.35,6.62,1324.36,sugarcane
106,47,131,27.56,74.38,6.7,1684.5,sugarcane
137,67,142,32.28,77.57,6.6,1688.81,sugarcane
153,49,179,29.45,87.61,6.16,1626.06,sugarcane
93,44,169,30.64,73.62,7.01,2195.89,sugarcane
102,97,157,27.29,91.69,6.21,2108.28,sugarcane
121,62,171,29.09,72.0,6.09,1670.11,sugarcane
100,79,158,33.47,73.27,7.34,1957.55,sugarcane
118,47,116,29.18,86.76,7.34,2163.73,sugarcane
111,56,160,34.62,91.42,7.2,1248.69,sugarcane
133,72,167,25.99,79.43,7.0,2052.51,sugarcane
154,44,96,30.72,81.25,7.15,1711.23,sugarcane
84,47,163,33.29,79.95,6.6,1756.13,sugarcane
104,45,144,30.9,74.77,7.79,2294.59,sugarcane
148,81,160,26.97,81.03,7.11,1469.02,sugarcane
132,48,142,25.88,79.93,7.43,1569.86,sugarcane
90,71,99,26.48,81.98,6.89,2365.24,sugarcane
100,93,177,34.7,88.98,7.58,1422.48,sugarcane
135,76,175,26.14,80.39,7.17,2183.14,sugarcane
101,49,132,30.99,87.84,7.64,1355.55,sugarcane
99,51,128,26.1,80.09,7.48,1465.34,sugarcane
144,52,146,32.78,89.78,7.58,2346.22,sugarcane
94,66,93,28.6,86.46,6.39,1438.59,sugarcane
83,78,89,27.53,72.64,6.6,1254.31,sugarcane
138,46,148,30.83,93.26,6.07,2011.12,sugarcane
116,48,160,25.48,81.35,6.45,1721.09,sugarcane
102,58,105,34.96,91.43,7.15,1858.46,sugarcane
106,97,153,34.15,75.67,6.66,1687.19,sugarcane
149,94,96,27.14,71.06,6.68,2294.55,sugarcane
114,53,166,27.02,86.08,6.71,1277.46,sugarcane
91,63,158,34.67,81.78,6.19,1839.42,sugarcane
